cidade,idsensor,tipo_sangue,nota,data_coleta,latitude,longitude,hora_coleta,hora_entrega,local_coleta,local_entrega,cfp_doador,cpf_consumidor,transportador,testado,temperatura
Caucaia,3209,O,10,2018-12-31,126664,101973,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3303,KK8988SFGJKL3212,CARRO 0386552,NAO,33
Maracanau,3210,O,10,2018-12-31,126665,101974,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3304,KK8988SFGJKL3213,CARRO 0386553,NAO,34
Fortaleza,3211,O,6.47824938309078,2018-12-31,126666,101975,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3305,KK8988SFGJKL3214,CARRO 0386554,NAO,19
Caucaia,3212,O,10,2018-12-31,126667,101976,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3306,KK8988SFGJKL3215,CARRO 0386555,NAO,20
Maracanau,3213,O,10,2018-12-31,126668,101977,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3307,KK8988SFGJKL3216,CARRO 0386556,NAO,21
Fortaleza,3214,O,10,2018-12-31,126669,101978,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3308,KK8988SFGJKL3217,CARRO 0386557,NAO,22
Caucaia,3215,O,10,2018-12-31,126670,101979,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3309,KK8988SFGJKL3218,CARRO 0386558,NAO,23
Maracanau,3216,O,4.06718771241306,2018-12-31,126671,101980,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3310,KK8988SFGJKL3219,CARRO 0386559,NAO,24
Fortaleza,3217,O,10,2018-12-31,126672,101981,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3311,KK8988SFGJKL3220,CARRO 0386560,NAO,25
Caucaia,3218,O,10,2018-12-31,126673,101982,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3312,KK8988SFGJKL3221,CARRO 0386561,NAO,26
Maracanau,3219,O,10,2018-12-31,126674,101983,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3313,KK8988SFGJKL3222,CARRO 0386562,NAO,27
Fortaleza,3220,O,2.56521969842959,2018-12-31,126675,101984,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3314,KK8988SFGJKL3223,CARRO 0386563,NAO,28
Caucaia,3221,O,5.2385999537054,2018-12-31,126676,101985,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3315,KK8988SFGJKL3224,CARRO 0386564,NAO,29
Maracanau,3222,O,10,2018-12-31,126677,101986,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3316,KK8988SFGJKL3225,CARRO 0386565,NAO,30
Fortaleza,3223,O,7.31350560702097,2018-12-31,126678,101987,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3317,KK8988SFGJKL3226,CARRO 0386566,NAO,31
Caucaia,3224,O,10,2018-12-31,126679,101988,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3318,KK8988SFGJKL3227,CARRO 0386567,NAO,32
Maracanau,3225,O,10,2018-12-31,126680,101989,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3319,KK8988SFGJKL3228,CARRO 0386568,NAO,33
Fortaleza,3226,O,3.87096774193548,2018-12-31,126681,101990,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3320,KK8988SFGJKL3229,CARRO 0386569,NAO,34
Caucaia,3227,O,10,2018-12-31,126682,101991,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3321,KK8988SFGJKL3230,CARRO 0386570,NAO,35
Maracanau,3228,O,10,2018-12-31,126683,101992,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3322,KK8988SFGJKL3231,CARRO 0386571,NAO,19
Fortaleza,3229,O,10,2018-12-31,126684,101993,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3323,KK8988SFGJKL3232,CARRO 0386572,NAO,20
Caucaia,3230,O,0,2018-12-31,126685,101994,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3324,KK8988SFGJKL3233,CARRO 0386573,NAO,21
Maracanau,3231,O,0.986620104830459,2018-12-31,126686,101995,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3325,KK8988SFGJKL3234,CARRO 0386574,NAO,22
Fortaleza,3232,O,10,2018-12-31,126687,101996,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3326,KK8988SFGJKL3235,CARRO 0386575,NAO,23
Caucaia,3233,O,7.98792935120263,2018-12-31,126688,101997,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3327,KK8988SFGJKL3236,CARRO 0386576,NAO,24
Maracanau,3234,O,10,2018-12-31,126689,101998,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3328,KK8988SFGJKL3237,CARRO 0386577,NAO,25
Fortaleza,3235,O,9.48966680725432,2018-12-31,126690,101999,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3329,KK8988SFGJKL3238,CARRO 0386578,NAO,26
Caucaia,3236,O,10,2018-12-31,126691,102000,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3330,KK8988SFGJKL3239,CARRO 0386579,NAO,27
Maracanau,3237,O,10,2018-12-31,126692,102001,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3331,KK8988SFGJKL3240,CARRO 0386580,NAO,28
Fortaleza,3238,O,10,2018-12-31,126693,102002,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3332,KK8988SFGJKL3241,CARRO 0386581,NAO,29
Caucaia,3239,O,10,2018-12-31,126694,102003,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3333,KK8988SFGJKL3242,CARRO 0386582,NAO,30
Maracanau,3240,O,8.66195300920864,2018-12-31,126695,102004,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3334,KK8988SFGJKL3243,CARRO 0386583,NAO,31
Fortaleza,3241,O,7.39474212321895,2018-12-31,126696,102005,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3335,KK8988SFGJKL3244,CARRO 0386584,NAO,32
Caucaia,3242,O,3.74934133192818,2018-12-31,126697,102006,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3336,KK8988SFGJKL3245,CARRO 0386585,NAO,33
Maracanau,3243,O,4.71735334177311,2018-12-31,126698,102007,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3337,KK8988SFGJKL3246,CARRO 0386586,NAO,34
Fortaleza,3244,O,10,2018-12-31,126699,102008,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3338,KK8988SFGJKL3247,CARRO 0386587,NAO,35
Caucaia,3245,O,10,2018-12-31,126700,102009,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3339,KK8988SFGJKL3248,CARRO 0386588,NAO,20
Maracanau,3246,O,10,2018-12-31,126701,102010,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3340,KK8988SFGJKL3249,CARRO 0386589,NAO,21
Fortaleza,3247,O,3.58542280746678,2018-12-31,126702,102011,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3341,KK8988SFGJKL3250,CARRO 0386590,NAO,22
Caucaia,3248,O,10,2018-12-31,126703,102012,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3342,KK8988SFGJKL3251,CARRO 0386591,NAO,23
Maracanau,3249,O,0,2018-12-31,126704,102013,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3343,KK8988SFGJKL3252,CARRO 0386592,NAO,24
Fortaleza,3250,O,10,2018-12-31,126705,102014,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3344,KK8988SFGJKL3253,CARRO 0386593,NAO,25
Caucaia,3251,O,7.82748359276067,2018-12-31,126706,102015,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3345,KK8988SFGJKL3254,CARRO 0386594,NAO,26
Maracanau,3252,O,10,2018-12-31,126707,102016,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3346,KK8988SFGJKL3255,CARRO 0386595,NAO,27
Fortaleza,3253,O,10,2018-12-31,126708,102017,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3347,KK8988SFGJKL3256,CARRO 0386596,NAO,28
Caucaia,3254,O,10,2018-12-31,126709,102018,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3348,KK8988SFGJKL3257,CARRO 0386597,NAO,29
Maracanau,3255,O,10,2018-12-31,126710,102019,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3349,KK8988SFGJKL3258,CARRO 0386598,NAO,30
Fortaleza,3256,O,10,2018-12-31,126711,102020,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3350,KK8988SFGJKL3259,CARRO 0386599,NAO,31
Caucaia,3257,O,10,2018-12-31,126712,102021,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3351,KK8988SFGJKL3260,CARRO 0386600,NAO,32
Maracanau,3258,O,8.16761363636364,2018-12-31,126713,102022,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3352,KK8988SFGJKL3261,CARRO 0386601,NAO,33
Fortaleza,3259,O,10,2018-12-31,126714,102023,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3353,KK8988SFGJKL3262,CARRO 0386602,NAO,34
Caucaia,3260,O,10,2018-12-31,126715,102024,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3354,KK8988SFGJKL3263,CARRO 0386603,NAO,35
Maracanau,3261,O,10,2018-12-31,126716,102025,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3355,KK8988SFGJKL3264,CARRO 0386604,NAO,36
Fortaleza,3262,O,9.51374207188161,2018-12-31,126717,102026,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3356,KK8988SFGJKL3265,CARRO 0386605,NAO,20
Caucaia,3263,O,10,2018-12-31,126718,102027,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3357,KK8988SFGJKL3266,CARRO 0386606,NAO,21
Maracanau,3264,O,3.41553509182665,2018-12-31,126719,102028,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3358,KK8988SFGJKL3267,CARRO 0386607,NAO,22
Fortaleza,3265,O,5.71870506731733,2018-12-31,126720,102029,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3359,KK8988SFGJKL3268,CARRO 0386608,NAO,23
Caucaia,3266,O,10,2018-12-31,126721,102030,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3360,KK8988SFGJKL3269,CARRO 0386609,NAO,24
Maracanau,3267,O,10,2018-12-31,126722,102031,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3361,KK8988SFGJKL3270,CARRO 0386610,NAO,25
Fortaleza,3268,O,6.87070580886946,2018-12-31,126723,102032,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3362,KK8988SFGJKL3271,CARRO 0386611,NAO,26
Caucaia,3269,O,10,2018-12-31,126724,102033,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3363,KK8988SFGJKL3272,CARRO 0386612,NAO,27
Maracanau,3270,O,5.37266777376184,2018-12-31,126725,102034,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3364,KK8988SFGJKL3273,CARRO 0386613,NAO,28
Fortaleza,3271,O,10,2018-12-31,126726,102035,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3365,KK8988SFGJKL3274,CARRO 0386614,NAO,29
Caucaia,3272,O,4.19762414473408,2018-12-31,126727,102036,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3366,KK8988SFGJKL3275,CARRO 0386615,NAO,30
Maracanau,3273,O,3.91287335333246,2018-12-31,126728,102037,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3367,KK8988SFGJKL3276,CARRO 0386616,NAO,31
Fortaleza,3274,O,10,2018-12-31,126729,102038,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3368,KK8988SFGJKL3277,CARRO 0386617,NAO,32
Caucaia,3275,O,6.23603283755292,2018-12-31,126730,102039,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3369,KK8988SFGJKL3278,CARRO 0386618,NAO,33
Maracanau,3276,O,10,2018-12-31,126731,102040,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3370,KK8988SFGJKL3279,CARRO 0386619,NAO,34
Fortaleza,3277,O,9.47642738687515,2018-12-31,126732,102041,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3371,KK8988SFGJKL3280,CARRO 0386620,NAO,35
Caucaia,3278,O,10,2018-12-31,126733,102042,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3372,KK8988SFGJKL3281,CARRO 0386621,NAO,36
Maracanau,3279,O,10,2018-12-31,126734,102043,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3373,KK8988SFGJKL3282,CARRO 0386622,NAO,21
Fortaleza,3280,O,0.841963458785889,2018-12-31,126735,102044,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3374,KK8988SFGJKL3283,CARRO 0386623,NAO,22
Caucaia,3281,O,4.42504603577638,2018-12-31,126736,102045,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3375,KK8988SFGJKL3284,CARRO 0386624,NAO,23
Maracanau,3282,O,10,2018-12-31,126737,102046,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3376,KK8988SFGJKL3285,CARRO 0386625,NAO,24
Fortaleza,3283,O,10,2018-12-31,126738,102047,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3377,KK8988SFGJKL3286,CARRO 0386626,NAO,25
Caucaia,3284,O,10,2018-12-31,126739,102048,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3378,KK8988SFGJKL3287,CARRO 0386627,NAO,26
Maracanau,3285,O,7.56374283274369,2018-12-31,126740,102049,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3379,KK8988SFGJKL3288,CARRO 0386628,NAO,27
Fortaleza,3286,O,10,2018-12-31,126741,102050,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3380,KK8988SFGJKL3289,CARRO 0386629,NAO,28
Caucaia,3287,O,10,2018-12-31,126742,102051,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3381,KK8988SFGJKL3290,CARRO 0386630,NAO,29
Maracanau,3288,O,10,2018-12-31,126743,102052,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3382,KK8988SFGJKL3291,CARRO 0386631,NAO,30
Fortaleza,3289,O,10,2018-12-31,126744,102053,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3383,KK8988SFGJKL3292,CARRO 0386632,NAO,31
Caucaia,3290,O,10,2018-12-31,126745,102054,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3384,KK8988SFGJKL3293,CARRO 0386633,NAO,32
Maracanau,3291,O,5.1539233083867,2018-12-31,126746,102055,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3385,KK8988SFGJKL3294,CARRO 0386634,NAO,33
Fortaleza,3292,O,9.78856695379796,2018-12-31,126747,102056,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3386,KK8988SFGJKL3295,CARRO 0386635,NAO,34
Caucaia,3293,O,10,2018-12-31,126748,102057,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3387,KK8988SFGJKL3296,CARRO 0386636,NAO,35
Maracanau,3294,O,5.07645935489872,2018-12-31,126749,102058,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3388,KK8988SFGJKL3297,CARRO 0386637,NAO,36
Fortaleza,3295,O,10,2018-12-31,126750,102059,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3389,KK8988SFGJKL3298,CARRO 0386638,NAO,37
Caucaia,3296,O,10,2018-12-31,126751,102060,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3390,KK8988SFGJKL3299,CARRO 0386639,NAO,21
Maracanau,3297,O,7.01680524857033,2018-12-31,126752,102061,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3391,KK8988SFGJKL3300,CARRO 0386640,NAO,22
Fortaleza,3298,O,10,2018-12-31,126753,102062,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3392,KK8988SFGJKL3301,CARRO 0386641,NAO,23
Caucaia,3299,O,10,2018-12-31,126754,102063,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3393,KK8988SFGJKL3302,CARRO 0386642,NAO,24
Maracanau,3300,O,10,2018-12-31,126755,102064,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3394,KK8988SFGJKL3303,CARRO 0386643,NAO,25
Fortaleza,3301,O,10,2018-12-31,126756,102065,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3395,KK8988SFGJKL3304,CARRO 0386644,NAO,26
Caucaia,3302,O,10,2018-12-31,126757,102066,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3396,KK8988SFGJKL3305,CARRO 0386645,NAO,27
Maracanau,3303,O,10,2018-12-31,126758,102067,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3397,KK8988SFGJKL3306,CARRO 0386646,NAO,28
Fortaleza,3304,O,10,2018-12-31,126759,102068,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3398,KK8988SFGJKL3307,CARRO 0386647,NAO,29
Caucaia,3305,O,10,2018-12-31,126760,102069,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3399,KK8988SFGJKL3308,CARRO 0386648,NAO,30
Maracanau,3306,O,10,2018-12-31,126761,102070,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3400,KK8988SFGJKL3309,CARRO 0386649,NAO,31
Fortaleza,3307,O,10,2018-12-31,126762,102071,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3401,KK8988SFGJKL3310,CARRO 0386650,NAO,32
Caucaia,3308,O,10,2018-12-31,126763,102072,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3402,KK8988SFGJKL3311,CARRO 0386651,NAO,33
Maracanau,3309,O,9.13630688911588,2018-12-31,126764,102073,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3403,KK8988SFGJKL3312,CARRO 0386652,NAO,34
Fortaleza,3310,O,10,2018-12-31,126765,102074,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3404,KK8988SFGJKL3313,CARRO 0386653,NAO,35
Caucaia,3311,O,10,2018-12-31,126766,102075,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3405,KK8988SFGJKL3314,CARRO 0386654,NAO,36
Maracanau,3312,O,3.91685835476841,2018-12-31,126767,102076,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3406,KK8988SFGJKL3315,CARRO 0386655,NAO,37
Fortaleza,3313,O,10,2018-12-31,126768,102077,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3407,KK8988SFGJKL3316,CARRO 0386656,NAO,22
Caucaia,3314,O,6.16649537512847,2018-12-31,126769,102078,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3408,KK8988SFGJKL3317,CARRO 0386657,NAO,23
Maracanau,3315,O,10,2018-12-31,126770,102079,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3409,KK8988SFGJKL3318,CARRO 0386658,NAO,24
Fortaleza,3316,O,9.21375921375921,2018-12-31,126771,102080,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3410,KK8988SFGJKL3319,CARRO 0386659,NAO,25
Caucaia,3317,O,10,2018-12-31,126772,102081,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3411,KK8988SFGJKL3320,CARRO 0386660,NAO,26
Maracanau,3318,O,10,2018-12-31,126773,102082,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3412,KK8988SFGJKL3321,CARRO 0386661,NAO,27
Fortaleza,3319,O,10,2018-12-31,126774,102083,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3413,KK8988SFGJKL3322,CARRO 0386662,NAO,28
Caucaia,3320,O,10,2018-12-31,126775,102084,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3414,KK8988SFGJKL3323,CARRO 0386663,NAO,29
Maracanau,3321,O,10,2018-12-31,126776,102085,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3415,KK8988SFGJKL3324,CARRO 0386664,NAO,30
Fortaleza,3322,O,10,2018-12-31,126777,102086,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3416,KK8988SFGJKL3325,CARRO 0386665,NAO,31
Caucaia,3323,O,10,2018-12-31,126778,102087,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3417,KK8988SFGJKL3326,CARRO 0386666,NAO,32
Maracanau,3324,O,10,2018-12-31,126779,102088,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3418,KK8988SFGJKL3327,CARRO 0386667,NAO,33
Fortaleza,3325,O,0.825644518752451,2018-12-31,126780,102089,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3419,KK8988SFGJKL3328,CARRO 0386668,NAO,34
Caucaia,3326,O,10,2018-12-31,126781,102090,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3420,KK8988SFGJKL3329,CARRO 0386669,NAO,35
Maracanau,3327,O,10,2018-12-31,126782,102091,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3421,KK8988SFGJKL3330,CARRO 0386670,NAO,36
Fortaleza,3328,O,10,2018-12-31,126783,102092,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3422,KK8988SFGJKL3331,CARRO 0386671,NAO,37
Caucaia,3329,O,10,2018-12-31,126784,102093,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3423,KK8988SFGJKL3332,CARRO 0386672,NAO,38
Maracanau,3330,O,10,2018-12-31,126785,102094,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3424,KK8988SFGJKL3333,CARRO 0386673,NAO,22
Fortaleza,3331,O,10,2018-12-31,126786,102095,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3425,KK8988SFGJKL3334,CARRO 0386674,NAO,23
Caucaia,3332,O,10,2018-12-31,126787,102096,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3426,KK8988SFGJKL3335,CARRO 0386675,NAO,24
Maracanau,3333,O,10,2018-12-31,126788,102097,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3427,KK8988SFGJKL3336,CARRO 0386676,NAO,25
Fortaleza,3334,O,1.24897919969256,2018-12-31,126789,102098,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3428,KK8988SFGJKL3337,CARRO 0386677,NAO,26
Caucaia,3335,O,10,2018-12-31,126790,102099,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3429,KK8988SFGJKL3338,CARRO 0386678,NAO,27
Maracanau,3336,O,10,2018-12-31,126791,102100,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA3430,KK8988SFGJKL3339,CARRO 0386679,NAO,28
Fortaleza,3337,O,9.07770515613653,2018-12-31,126792,102101,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA3431,KK8988SFGJKL3340,CARRO 0386680,NAO,29
