cidade,idsensor,tipo_sangue,data_coleta,latitude,longitude,hora_coleta,hora_entrega,local_coleta,local_entrega,cfp_doador,cpf_consumidor,transportador,testado,temperatura,caixa,geladeira
Caucaia,2621,B+,2018-12-31,126076,101385,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2715,KK8988SFGJKL2624,CARRO 0385964,NAO,23,2720,B2321
Maracanau,2622,B+,2018-12-31,126077,101386,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2716,KK8988SFGJKL2625,CARRO 0385965,NAO,24,2721,B2322
Fortaleza,2623,B+,2018-12-31,126078,101387,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2717,KK8988SFGJKL2626,CARRO 0385966,NAO,25,2722,B2323
Caucaia,2624,B+,2018-12-31,126079,101388,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2718,KK8988SFGJKL2627,CARRO 0385967,NAO,26,2723,B2324
Maracanau,2625,B+,2018-12-31,126080,101389,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2719,KK8988SFGJKL2628,CARRO 0385968,NAO,27,2724,B2325
Fortaleza,2626,B+,2018-12-31,126081,101390,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2720,KK8988SFGJKL2629,CARRO 0385969,NAO,28,2725,B2326
Caucaia,2627,B+,2018-12-31,126082,101391,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2721,KK8988SFGJKL2630,CARRO 0385970,NAO,29,2726,B2327
Maracanau,2628,B+,2018-12-31,126083,101392,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2722,KK8988SFGJKL2631,CARRO 0385971,NAO,30,2727,B2328
Fortaleza,2629,B+,2018-12-31,126084,101393,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2723,KK8988SFGJKL2632,CARRO 0385972,NAO,31,2728,B2329
Caucaia,2630,B+,2018-12-31,126085,101394,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2724,KK8988SFGJKL2633,CARRO 0385973,NAO,32,2729,B2330
Maracanau,2631,B+,2018-12-31,126086,101395,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2725,KK8988SFGJKL2634,CARRO 0385974,NAO,33,2730,B2331
Fortaleza,2632,B+,2018-12-31,126087,101396,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2726,KK8988SFGJKL2635,CARRO 0385975,NAO,34,2731,B2332
Caucaia,2633,B+,2018-12-31,126088,101397,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2727,KK8988SFGJKL2636,CARRO 0385976,NAO,35,2732,B2333
Maracanau,2634,B+,2018-12-31,126089,101398,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2728,KK8988SFGJKL2637,CARRO 0385977,NAO,36,2733,B2334
Fortaleza,2635,B+,2018-12-31,126090,101399,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2729,KK8988SFGJKL2638,CARRO 0385978,NAO,37,2734,B2335
Caucaia,2636,B+,2018-12-31,126091,101400,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2730,KK8988SFGJKL2639,CARRO 0385979,NAO,38,2735,B2336
Maracanau,2637,B+,2018-12-31,126092,101401,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2731,KK8988SFGJKL2640,CARRO 0385980,NAO,39,2736,B2337
Fortaleza,2638,B+,2018-12-31,126093,101402,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2732,KK8988SFGJKL2641,CARRO 0385981,NAO,24,2737,B2338
Caucaia,2639,B+,2018-12-31,126094,101403,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2733,KK8988SFGJKL2642,CARRO 0385982,NAO,25,2738,B2339
Maracanau,2640,B+,2018-12-31,126095,101404,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2734,KK8988SFGJKL2643,CARRO 0385983,NAO,26,2739,B2340
Fortaleza,2641,B+,2018-12-31,126096,101405,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2735,KK8988SFGJKL2644,CARRO 0385984,NAO,27,2740,B2341
Caucaia,2642,B+,2018-12-31,126097,101406,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2736,KK8988SFGJKL2645,CARRO 0385985,NAO,28,2741,B2342
Maracanau,2643,B+,2018-12-31,126098,101407,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2737,KK8988SFGJKL2646,CARRO 0385986,NAO,29,2742,B2343
Fortaleza,2644,B+,2018-12-31,126099,101408,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2738,KK8988SFGJKL2647,CARRO 0385987,NAO,30,2743,B2344
Caucaia,2645,B+,2018-12-31,126100,101409,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2739,KK8988SFGJKL2648,CARRO 0385988,NAO,31,2744,B2345
Maracanau,2646,B+,2018-12-31,126101,101410,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2740,KK8988SFGJKL2649,CARRO 0385989,NAO,32,2745,B2346
Fortaleza,2647,B+,2018-12-31,126102,101411,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2741,KK8988SFGJKL2650,CARRO 0385990,NAO,33,2746,B2347
Caucaia,2648,B+,2018-12-31,126103,101412,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2742,KK8988SFGJKL2651,CARRO 0385991,NAO,34,2747,B2348
Maracanau,2649,B+,2018-12-31,126104,101413,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2743,KK8988SFGJKL2652,CARRO 0385992,NAO,35,2748,B2349
Fortaleza,2650,B+,2018-12-31,126105,101414,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2744,KK8988SFGJKL2653,CARRO 0385993,NAO,36,2749,B2350
Caucaia,2651,B+,2018-12-31,126106,101415,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2745,KK8988SFGJKL2654,CARRO 0385994,NAO,37,2750,B2351
Maracanau,2652,B+,2018-12-31,126107,101416,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2746,KK8988SFGJKL2655,CARRO 0385995,NAO,38,2751,B2352
Fortaleza,2653,B+,2018-12-31,126108,101417,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2747,KK8988SFGJKL2656,CARRO 0385996,NAO,39,2752,B2353
Caucaia,2654,B+,2018-12-31,126109,101418,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2748,KK8988SFGJKL2657,CARRO 0385997,NAO,40,2753,B2354
Maracanau,2655,B+,2018-12-31,126110,101419,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2749,KK8988SFGJKL2658,CARRO 0385998,NAO,24,2754,B2355
Fortaleza,2656,B+,2018-12-31,126111,101420,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2750,KK8988SFGJKL2659,CARRO 0385999,NAO,25,2755,B2356
Caucaia,2657,B+,2018-12-31,126112,101421,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2751,KK8988SFGJKL2660,CARRO 0386000,NAO,26,2756,B2357
Maracanau,2658,B+,2018-12-31,126113,101422,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2752,KK8988SFGJKL2661,CARRO 0386001,NAO,27,2757,B2358
Fortaleza,2659,B+,2018-12-31,126114,101423,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2753,KK8988SFGJKL2662,CARRO 0386002,NAO,28,2758,B2359
Caucaia,2660,B+,2018-12-31,126115,101424,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2754,KK8988SFGJKL2663,CARRO 0386003,NAO,29,2759,B2360
Maracanau,2661,B+,2018-12-31,126116,101425,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2755,KK8988SFGJKL2664,CARRO 0386004,NAO,30,2760,B2361
Fortaleza,2662,B+,2018-12-31,126117,101426,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2756,KK8988SFGJKL2665,CARRO 0386005,NAO,31,2761,B2362
Caucaia,2663,B+,2018-12-31,126118,101427,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2757,KK8988SFGJKL2666,CARRO 0386006,NAO,32,2762,B2363
Maracanau,2664,B+,2018-12-31,126119,101428,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2758,KK8988SFGJKL2667,CARRO 0386007,NAO,33,2763,B2364
Fortaleza,2665,B+,2018-12-31,126120,101429,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2759,KK8988SFGJKL2668,CARRO 0386008,NAO,34,2764,B2365
Caucaia,2666,B+,2018-12-31,126121,101430,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2760,KK8988SFGJKL2669,CARRO 0386009,NAO,35,2765,B2366
Maracanau,2667,B+,2018-12-31,126122,101431,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2761,KK8988SFGJKL2670,CARRO 0386010,NAO,36,2766,B2367
Fortaleza,2668,B+,2018-12-31,126123,101432,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2762,KK8988SFGJKL2671,CARRO 0386011,NAO,37,2767,B2368
Caucaia,2669,B+,2018-12-31,126124,101433,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2763,KK8988SFGJKL2672,CARRO 0386012,NAO,38,2768,B2369
Maracanau,2670,B+,2018-12-31,126125,101434,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2764,KK8988SFGJKL2673,CARRO 0386013,NAO,39,2769,B2370
Fortaleza,2671,B+,2018-12-31,126126,101435,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2765,KK8988SFGJKL2674,CARRO 0386014,NAO,40,2770,B2371
Caucaia,2672,B+,2018-12-31,126127,101436,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2766,KK8988SFGJKL2675,CARRO 0386015,NAO,25,2771,B2372
Maracanau,2673,B+,2018-12-31,126128,101437,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2767,KK8988SFGJKL2676,CARRO 0386016,NAO,26,2772,B2373
Fortaleza,2674,B+,2018-12-31,126129,101438,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2768,KK8988SFGJKL2677,CARRO 0386017,NAO,27,2773,B2374
Caucaia,2675,B+,2018-12-31,126130,101439,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2769,KK8988SFGJKL2678,CARRO 0386018,NAO,28,2774,B2375
Maracanau,2676,B+,2018-12-31,126131,101440,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2770,KK8988SFGJKL2679,CARRO 0386019,NAO,29,2775,B2376
Fortaleza,2677,B+,2018-12-31,126132,101441,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2771,KK8988SFGJKL2680,CARRO 0386020,NAO,30,2776,B2377
Caucaia,2678,B+,2018-12-31,126133,101442,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2772,KK8988SFGJKL2681,CARRO 0386021,NAO,31,2777,B2378
Maracanau,2679,B+,2018-12-31,126134,101443,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2773,KK8988SFGJKL2682,CARRO 0386022,NAO,32,2778,B2379
Fortaleza,2680,B+,2018-12-31,126135,101444,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2774,KK8988SFGJKL2683,CARRO 0386023,NAO,33,2779,B2380
Caucaia,2681,B+,2018-12-31,126136,101445,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2775,KK8988SFGJKL2684,CARRO 0386024,NAO,34,2780,B2381
Maracanau,2682,B+,2018-12-31,126137,101446,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2776,KK8988SFGJKL2685,CARRO 0386025,NAO,35,2781,B2382
Fortaleza,2683,B+,2018-12-31,126138,101447,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2777,KK8988SFGJKL2686,CARRO 0386026,NAO,36,2782,B2383
Caucaia,2684,B+,2018-12-31,126139,101448,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2778,KK8988SFGJKL2687,CARRO 0386027,NAO,37,2783,B2384
Maracanau,2685,B+,2018-12-31,126140,101449,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2779,KK8988SFGJKL2688,CARRO 0386028,NAO,38,2784,B2385
Fortaleza,2686,B+,2018-12-31,126141,101450,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2780,KK8988SFGJKL2689,CARRO 0386029,NAO,39,2785,B2386
Caucaia,2687,B+,2018-12-31,126142,101451,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2781,KK8988SFGJKL2690,CARRO 0386030,NAO,40,2786,B2387
Maracanau,2688,B+,2018-12-31,126143,101452,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2782,KK8988SFGJKL2691,CARRO 0386031,NAO,41,2787,B2388
Fortaleza,2689,B+,2018-12-31,126144,101453,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2783,KK8988SFGJKL2692,CARRO 0386032,NAO,25,2788,B2389
Caucaia,2690,B+,2018-12-31,126145,101454,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2784,KK8988SFGJKL2693,CARRO 0386033,NAO,26,2789,B2390
Maracanau,2691,B+,2018-12-31,126146,101455,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2785,KK8988SFGJKL2694,CARRO 0386034,NAO,27,2790,B2391
Fortaleza,2692,B+,2018-12-31,126147,101456,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2786,KK8988SFGJKL2695,CARRO 0386035,NAO,28,2791,B2392
Caucaia,2693,B+,2018-12-31,126148,101457,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2787,KK8988SFGJKL2696,CARRO 0386036,NAO,29,2792,B2393
Maracanau,2694,B+,2018-12-31,126149,101458,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2788,KK8988SFGJKL2697,CARRO 0386037,NAO,30,2793,B2394
Fortaleza,2695,B+,2018-12-31,126150,101459,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2789,KK8988SFGJKL2698,CARRO 0386038,NAO,31,2794,B2395
Caucaia,2696,B+,2018-12-31,126151,101460,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2790,KK8988SFGJKL2699,CARRO 0386039,NAO,32,2795,B2396
Maracanau,2697,B+,2018-12-31,126152,101461,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2791,KK8988SFGJKL2700,CARRO 0386040,NAO,33,2796,B2397
Fortaleza,2698,B+,2018-12-31,126153,101462,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2792,KK8988SFGJKL2701,CARRO 0386041,NAO,34,2797,B2398
Caucaia,2699,B+,2018-12-31,126154,101463,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2793,KK8988SFGJKL2702,CARRO 0386042,NAO,35,2798,B2399
Maracanau,2700,B+,2018-12-31,126155,101464,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2794,KK8988SFGJKL2703,CARRO 0386043,NAO,36,2799,B2400
Fortaleza,2701,B+,2018-12-31,126156,101465,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2795,KK8988SFGJKL2704,CARRO 0386044,NAO,37,2800,B2401
Caucaia,2702,B+,2018-12-31,126157,101466,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2796,KK8988SFGJKL2705,CARRO 0386045,NAO,38,2801,B2402
Maracanau,2703,B+,2018-12-31,126158,101467,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2797,KK8988SFGJKL2706,CARRO 0386046,NAO,39,2802,B2403
Fortaleza,2704,B+,2018-12-31,126159,101468,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2798,KK8988SFGJKL2707,CARRO 0386047,NAO,40,2803,B2404
Caucaia,2705,B+,2018-12-31,126160,101469,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2799,KK8988SFGJKL2708,CARRO 0386048,NAO,41,2804,B2405
Maracanau,2706,B+,2018-12-31,126161,101470,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2800,KK8988SFGJKL2709,CARRO 0386049,NAO,26,2805,B2406
Fortaleza,2707,B+,2018-12-31,126162,101471,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2801,KK8988SFGJKL2710,CARRO 0386050,NAO,27,2806,B2407
Caucaia,2708,B+,2018-12-31,126163,101472,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2802,KK8988SFGJKL2711,CARRO 0386051,NAO,28,2807,B2408
Maracanau,2709,B+,2018-12-31,126164,101473,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2803,KK8988SFGJKL2712,CARRO 0386052,NAO,29,2808,B2409
Fortaleza,2710,B+,2018-12-31,126165,101474,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2804,KK8988SFGJKL2713,CARRO 0386053,NAO,30,2809,B2410
Caucaia,2711,B+,2018-12-31,126166,101475,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2805,KK8988SFGJKL2714,CARRO 0386054,NAO,31,2810,B2411
Maracanau,2712,B+,2018-12-31,126167,101476,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2806,KK8988SFGJKL2715,CARRO 0386055,NAO,32,2811,B2412
Fortaleza,2713,B+,2018-12-31,126168,101477,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2807,KK8988SFGJKL2716,CARRO 0386056,NAO,33,2812,B2413
Caucaia,2714,B+,2018-12-31,126169,101478,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2808,KK8988SFGJKL2717,CARRO 0386057,NAO,34,2813,B2414
Maracanau,2715,B+,2018-12-31,126170,101479,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2809,KK8988SFGJKL2718,CARRO 0386058,NAO,35,2814,B2415
Fortaleza,2716,B+,2018-12-31,126171,101480,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2810,KK8988SFGJKL2719,CARRO 0386059,NAO,36,2815,B2416
Caucaia,2717,B+,2018-12-31,126172,101481,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2811,KK8988SFGJKL2720,CARRO 0386060,NAO,37,2816,B2417
Maracanau,2718,B+,2018-12-31,126173,101482,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2812,KK8988SFGJKL2721,CARRO 0386061,NAO,38,2817,B2418
Fortaleza,2719,B+,2018-12-31,126174,101483,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2813,KK8988SFGJKL2722,CARRO 0386062,NAO,39,2818,B2419
Caucaia,2720,B+,2018-12-31,126175,101484,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2814,KK8988SFGJKL2723,CARRO 0386063,NAO,40,2819,B2420
Maracanau,2721,B+,2018-12-31,126176,101485,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2815,KK8988SFGJKL2724,CARRO 0386064,NAO,41,2820,B2421
Fortaleza,2722,B+,2018-12-31,126177,101486,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2816,KK8988SFGJKL2725,CARRO 0386065,NAO,42,2821,B2422
Caucaia,2723,B+,2018-12-31,126178,101487,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2817,KK8988SFGJKL2726,CARRO 0386066,NAO,26,2822,B2423
Maracanau,2724,B+,2018-12-31,126179,101488,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2818,KK8988SFGJKL2727,CARRO 0386067,NAO,27,2823,B2424
Fortaleza,2725,B+,2018-12-31,126180,101489,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2819,KK8988SFGJKL2728,CARRO 0386068,NAO,28,2824,B2425
Caucaia,2726,B+,2018-12-31,126181,101490,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2820,KK8988SFGJKL2729,CARRO 0386069,NAO,29,2825,B2426
Maracanau,2727,B+,2018-12-31,126182,101491,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2821,KK8988SFGJKL2730,CARRO 0386070,NAO,30,2826,B2427
Fortaleza,2728,B+,2018-12-31,126183,101492,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2822,KK8988SFGJKL2731,CARRO 0386071,NAO,31,2827,B2428
Caucaia,2729,B+,2018-12-31,126184,101493,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2823,KK8988SFGJKL2732,CARRO 0386072,NAO,32,2828,B2429
Maracanau,2730,B+,2018-12-31,126185,101494,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2824,KK8988SFGJKL2733,CARRO 0386073,NAO,33,2829,B2430
Fortaleza,2731,B+,2018-12-31,126186,101495,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2825,KK8988SFGJKL2734,CARRO 0386074,NAO,34,2830,B2431
Caucaia,2732,B+,2018-12-31,126187,101496,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2826,KK8988SFGJKL2735,CARRO 0386075,NAO,35,2831,B2432
Maracanau,2733,B+,2018-12-31,126188,101497,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2827,KK8988SFGJKL2736,CARRO 0386076,NAO,36,2832,B2433
Fortaleza,2734,B+,2018-12-31,126189,101498,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2828,KK8988SFGJKL2737,CARRO 0386077,NAO,37,2833,B2434
Caucaia,2735,B+,2018-12-31,126190,101499,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2829,KK8988SFGJKL2738,CARRO 0386078,NAO,38,2834,B2435
Maracanau,2736,B+,2018-12-31,126191,101500,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2830,KK8988SFGJKL2739,CARRO 0386079,NAO,39,2835,B2436
Fortaleza,2737,B+,2018-12-31,126192,101501,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2831,KK8988SFGJKL2740,CARRO 0386080,NAO,40,2836,B2437
Caucaia,2738,B+,2018-12-31,126193,101502,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2832,KK8988SFGJKL2741,CARRO 0386081,NAO,41,2837,B2438
Maracanau,2739,B+,2018-12-31,126194,101503,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2833,KK8988SFGJKL2742,CARRO 0386082,NAO,42,2838,B2439
Fortaleza,2740,B+,2018-12-31,126195,101504,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2834,KK8988SFGJKL2743,CARRO 0386083,NAO,27,2839,B2440
Caucaia,2741,B+,2018-12-31,126196,101505,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2835,KK8988SFGJKL2744,CARRO 0386084,NAO,28,2840,B2441
Maracanau,2742,B+,2018-12-31,126197,101506,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2836,KK8988SFGJKL2745,CARRO 0386085,NAO,29,2841,B2442
Fortaleza,2743,B+,2018-12-31,126198,101507,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA2837,KK8988SFGJKL2746,CARRO 0386086,NAO,30,2842,B2443
Caucaia,2744,B+,2018-12-31,126199,101508,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA2838,KK8988SFGJKL2747,CARRO 0386087,NAO,31,2843,B2444
